CPB;TITULO_ORIGINAL;DIRETOR;PAIS_DIRETOR
B0700700200000;SÉRIE RITA LEE - OVELHA NEGRA;ROBERTO DE OLIVEIRA;BRASIL
B0700700300000;SÉRIE RITA LEE - COR DE ROSA CHOQUE;ROBERTO DE OLIVEIRA;BRASIL
B0700700400000;SÉRIE RITA LEE - BAILA COMIGO;ROBERTO DE OLIVEIRA;BRASIL
B0700700500000;SÉRIE ELIS REGINA - FALSO BRILHANTE;ROBERTO DE OLIVEIRA;BRASIL
B0700700600000;SÉRIE ELIS REGINA - NA BATUCADA DA VIDA;ROBERTO DE OLIVEIRA;BRASIL
B0700700700000;SÉRIE TOM JOBIM - ELA É CARIOCA;ROBERTO DE OLIVEIRA;BRASIL
B0700700800000;SÉRIE TOM JOBIM - CHEGA DE SAUDADE;ROBERTO DE OLIVEIRA;BRASIL
B0700700900000;SÉRIE TOM JOBIM - ÁGUAS DE MARÇO;ROBERTO DE OLIVEIRA;BRASIL
B0700701000000;NÓS DE GRAVATA;MATEUS MAGNO ROCHA DI MAMBRO;BRASIL
B0700701100000;O QUADRADO DE JOANA;TIAGO MATA MACHADO AGUIAR;BRASIL
B0700701300000;SEM DIREÇÃO;ALEX ROCHA CECHETTI DA CUNHA;BRASIL
B0700701300000;SEM DIREÇÃO;ALEXANDRE VOLPE;BRASIL
B0700701400000;CAIPORA, O;ANTONIO OSCAR DE SANTANA;BRASIL
B0700701500000;PALINDROMO;PHILIPPE BARCINSKI;BRASIL
B0700701600000;RUGIDO DO LEÃO, O;LEONARDO COPELLO PIROVANO;BRASIL
B0700701700000;SOLIDÃO SEM FIM;ALEXANDRE VINICIUS SILVA COSTA;BRASIL
B0700701800000;A ILHA DA MORTE;WOLNEY MATTOS OLIVEIRA;BRASIL
B0700702200000;OS 10 ANOS DO CEI;DEBORAH DE OLIVEIRA LINS;BRASIL
B0700702300000;SEM NOÇÃO;MATEUS ARAÚJO;Não Informado
B0700702400000;TESOUROS AMERICANOS - A PRATA;RENATO BULCAO;Não Informado
B0700702500000;QUEM SÃO OS DESCOBRIDORES;RENATO BULCAO;Não Informado
B0700702600000;TESOUROS AMERICANOS - O OURO;RENATO BULCAO;Não Informado
B0700702700000;OS JUDEUS;RENATO BULCAO;Não Informado
B0700702800000;REDESCOBRINDO A AMERICA;RENATO BULCAO;Não Informado
B0700702900000;SOCIEDADES INVISÍVEIS;RENATO BULCAO;Não Informado
B0700703000000;A FRANÇA ANTÁRTICA;RENATO BULCAO;Não Informado
B0700703100000;O BOM JEITINHO BRASILEIRO - 2007;ANTONIO FRANCISCO ACHE DE ANDRADE;BRASIL
B0700703200000;A RELIGIÃO DOS BISPOS;ALMIR ANTONIO ROSA;BRASIL
B0700703200000;A RELIGIÃO DOS BISPOS;RENATO BULCAO;Não Informado
B0700703300000;HÃ!?;MARCIO LUIS MOTOKANE;BRASIL
B0700703400000;CONSTITUIÇÃO DO ESTADO FORTE;ALMIR ANTONIO ROSA;BRASIL
B0700703500000;THUNDERVOX;RALPHS BITZEKI PETICOU;BRASIL
B0700703600000;ALGOLAGNIA;TULIO MARCELO BAMBINO;BRASIL
B0700703700000;ZÉ.COM;LUIZ CARLOS LACERDA;BRASIL
B0700703800000;IDENTIDADE NEGRAS E NEGROS DO AMAPÁ;OLIVEIROS DOMINGOS MARQUES NETO;BRASIL
B0700703900000;SONHO DE MAESTRO;JULIA BEATRIZ CORREA MACHADO;BRASIL
B0700704000000;I WANT TO BELIEVE;RICARDO MAKOTO HASEBE;BRASIL
B0700704100000;POEMINHA BIOLÓGICO PARA JB;CHRISTIAN CASELLI;BRASIL
B0700704200000;A RE-VOLTA DO REI JOÃO;GUIWHI SANTOS;Não Informado
B0700704300000;ESTAÇÃO TURISMO;HELIO MATOSINHO MACHADO;BRASIL
B0700704400000;CADA UM COM SEUS PROBLEMAS;EDUARDO RAMOS QUIRINO;BRASIL
B0700704400000;CADA UM COM SEUS PROBLEMAS;SANDRA MARIA KRAUCHER;BRASIL
B0700704500000;RETRATO PINTADO;JOE DE FARIAS CHAVES PIMENTEL;BRASIL
B0700704600000;BRASILE - 130 ANOS DA IMIGRAÇÃO ITALIANA;CARLOS ANDRE CONSTANTIN;BRASIL
B0700704700000;GLORINHA LEME;RENATO BULCAO;Não Informado
B0700704700000;GLORINHA LEME;YAN ARTE E COMUNICAÇÕES LTDA;BRASIL
B0700704800000;GLORINHA LEME- O TELESCOPIO BUBBLE;RENATO BULCAO;Não Informado
B0700704800000;GLORINHA LEME- O TELESCOPIO BUBBLE;YAN ARTE E COMUNICAÇÕES LTDA;BRASIL
B0700704900000;PEPE BOLA;RENATO BULCAO;Não Informado
B0700704900000;PEPE BOLA;YAN ARTE E COMUNICAÇÕES LTDA;BRASIL
B0700705000000;AS NOVAS REPÚBLICAS;ALMIR ANTONIO ROSA;BRASIL
B0700705000000;AS NOVAS REPÚBLICAS;RENATO BULCAO;Não Informado
B0700705100000;XUXA SÓ PARA BAIXINHOS 7;MARIA DA GRACA XUXA MENEGHEL;BRASIL
B0700705100000;XUXA SÓ PARA BAIXINHOS 7;PAULO DE BARROS;BRASIL
B0700705200000;PATRIMÔNIOS DA CAATINGA;ANTONIO CARLOS NOGUEIRA;BRASIL
B0700705200000;PATRIMÔNIOS DA CAATINGA;SERGIO TULIO SILVA CALDAS;BRASIL
B0700705300000;BRAZIL.COM:UMA MENTIRA AMAZÔNICA;SEBASTIAO ALBERTO DE ARAUJO;BRASIL
B0700705400000;A SOMBRA E A CLARIDADE;SEBASTIAO ALBERTO DE ARAUJO;BRASIL
B0700705500000;TECENDO PALAVRAS;SEBASTIAO ALBERTO DE ARAUJO;BRASIL
B0700705600000;O ETERNO E O EFÊMERO;SEBASTIAO ALBERTO DE ARAUJO;BRASIL
B0700705700000;FICA;SEBASTIAO ALBERTO DE ARAUJO;BRASIL
B0700705800000;ARAGUAIA MAR;SEBASTIAO ALBERTO DE ARAUJO;BRASIL
B0700705900000;POEMA SINCERO;SEBASTIAO ALBERTO DE ARAUJO;BRASIL
B0700706000000;CANTO PARA O RIO TOCANTINS;SEBASTIAO ALBERTO DE ARAUJO;BRASIL
B0700706100000;MINHA SENHORA SOLIDÃO;SEBASTIAO ALBERTO DE ARAUJO;BRASIL
B0700706200000;TYGER;GUILHERME DE MATTOS MARCONDES;BRASIL
B0700706300000;VOU VENDER MEU SAMBA;ANA PAULA GUIMARAES;BRASIL
B0700706400000;A PEDRA DO REINO;LUIZ FERNANDO CARVALHO DE ALMEIDA;BRASIL
B0700706500000;HISTÓRIAS EXTRAORDINÁRIAS 2002;CARLOS ALBERTO COSTA SOUZA;BRASIL
B0700706500000;HISTÓRIAS EXTRAORDINÁRIAS 2002;CARLOS VALDIR SANTOS FERREIRA;BRASIL
B0700706500000;HISTÓRIAS EXTRAORDINÁRIAS 2002;EDUARDO WANNMACHER;BRASIL
B0700706500000;HISTÓRIAS EXTRAORDINÁRIAS 2002;FABIANO GRENDENE DE SOUZA;BRASIL
B0700706500000;HISTÓRIAS EXTRAORDINÁRIAS 2002;JOAO HENRIQUE DA SILVA MONTANARI;BRASIL
B0700706500000;HISTÓRIAS EXTRAORDINÁRIAS 2002;MARIA CRISTINA TONETTO;BRASIL
B0700706500000;HISTÓRIAS EXTRAORDINÁRIAS 2002;TOMAS ENRIQUE CREUS;ARGENTINA
B0700706600000;FESTA DE CASAMENTO;CAMILA GONZATTO DA SILVA;BRASIL
B0700706600000;FESTA DE CASAMENTO;CARLOS FREDERICO D AVILA PINTO;BRASIL
B0700706600000;FESTA DE CASAMENTO;JOICE FERREIRA BRUHN;BRASIL
B0700706600000;FESTA DE CASAMENTO;MARCIO DA ROSA SCHOENARDIE;BRASIL
B0700706600000;FESTA DE CASAMENTO;RENE TRINDADE GOYA FILHO;BRASIL
B0700706700000;"""BOA SORTE/GOOD LUCK""";GUDI VAIBE PRODUÇÕES ARTÍSTICAS LTDA.;BRASIL
B0700706800000;ÁGUA NA TERRA DOS POMERANOS;CARLOS EDUARDO TORRES SANCHES;BRASIL
B0700706900000;FARRAPOS ALÉM DO RIO GRANDE;JOAO HENRIQUE DA SILVA MONTANARI;BRASIL
B0700707000000;HERÓIS FARROUPILHAS;LUIZ HENRIQUE SCHILLING FERRAZ;BRASIL
B0700707100000;GRALHA AZUL;MARCO ANTONIO PEREIRA FAUSTO DE CAMPOS;BRASIL
B0700707200000;ZÉ RENATO - AO VIVO;JOANA HIME;BRASIL
B0700707300000;CLARITA;THEREZA JESSOUROUN;BRASIL
B0700707400000;A SAGA DO GUERREIRO ALUMIOSO;ANTONIO ROSEMBERG DE MOURA;BRASIL
B0700707500000;O CALDEIRÃO DA SANTA CRUZ DO DESERTO;ANTONIO ROSEMBERG DE MOURA;BRASIL
B0700707600000;JUAZEIRO - A NOVA JERUSALÉM;ANTONIO ROSEMBERG DE MOURA;BRASIL
B0700707700000;ANABAZYS;JOEL PIZZINI FILHO;BRASIL
B0700707700000;ANABAZYS;PALOMA DE MELO E SILVA ROCHA;BRASIL
B0700707800000;DESCARTE, O;ANSELMO DUARTE;Não Informado
B0700707900000;GLADIFORMERS;MARCO AURELIO ALEMAR DE SOUZA;BRASIL
B0700708000000;DVD TRANSE ACÚSTICO - MASKAVO;RENE TRINDADE GOYA FILHO;BRASIL
B0700708100000;NA CORDA BAMBA;MARCOS BUCCINI PIO RIBEIRO;BRASIL
B0700708200000;PRIMEIRO MOVIMENTO;ÉRICA VALLE;Não Informado
B0700708300000;PRETA;BRUNO GINDE MAZZILLI;BRASIL
B0700708400000;TODOS OS SAMBAS AO VIVO;DARCY BURGER JUNIOR;BRASIL
B0700708500000;O COCO, A RODA, O PNÊU E O FAROL;MARIANA BRENNAND FORTES;BRASIL
B0700708600000;FELICIDADE;NARA CRISTINA SAVIAN SILVA;BRASIL
B0700708700000;DOIDIVÃ;NARA CRISTINA SAVIAN SILVA;BRASIL
B0700708800000;MEMÓRIA ESPECIAL;JOAO GUILHERME BARONE REIS E SILVA;Não Informado
B0700708900000;DVD NOVO SOM NA ESTRADA;MARINA DE OLIVEIRA;Não Informado
B0700709000000;DVD MEU SILENCIO;MARINA DE OLIVEIRA DE MENEZES;BRASIL
B0700709100000;DVD EXPLOSAO DE LOUVOR;MARINA DE OLIVEIRA DE MENEZES;BRASIL
B0700709200000;HISTÓRIAS EXTRAORDINÁRIAS 2003;CLAUDIO ANTONIO PEREIRA;Não Informado
B0700709200000;HISTÓRIAS EXTRAORDINÁRIAS 2003;CRISTIANO TREIN;BRASIL
B0700709200000;HISTÓRIAS EXTRAORDINÁRIAS 2003;JOAO GUILHERME BARONE REIS E SILVA;Não Informado
B0700709200000;HISTÓRIAS EXTRAORDINÁRIAS 2003;JOAO HENRIQUE DA SILVA MONTANARI;BRASIL
B0700709200000;HISTÓRIAS EXTRAORDINÁRIAS 2003;MARTA BARROS BIAVASCHI;BRASIL
B0700709200000;HISTÓRIAS EXTRAORDINÁRIAS 2003;RAFAEL MEIRA DE FIGUEIREDO;BRASIL
B0700709200000;HISTÓRIAS EXTRAORDINÁRIAS 2003;ROGERIO BRASIL FERRARI;BRASIL
B0700709200000;HISTÓRIAS EXTRAORDINÁRIAS 2003;SATURNINO ANTONIO DA ROCHA;BRASIL
B0700709800000;NEGUINHO E KIKA;LUCIANO DE JESUS CONCEIÇÃO;BRASIL
B0700709900000;REGINALDO ROSSI;ANTONIO SANTIAGO FERRAZ;BRASIL
B0700710000000;ESTADOS UNIDOS DO BRASIL;LUNA ALKALAJ RAULINO DE OLIVEIRA;BRASIL
B0700710100000;ME DEIXAR LEVAR;MARCIO ROGERIO PEREIRA DE CAMILLO;BRASIL
B0700710200000;O FILME DO FILME ROUBADO DO ROUBO DA LOJA DE FILME;JULIO HENRIQUE DOS SANTOS PECLY;BRASIL
B0700710200000;O FILME DO FILME ROUBADO DO ROUBO DA LOJA DE FILME;MARCELO FONTES DO NASCIMENTO VIANA DE SANTA ANA;BRASIL
B0700710200000;O FILME DO FILME ROUBADO DO ROUBO DA LOJA DE FILME;PAULO SILVA;BRASIL
B0700710300000;OS ECOTURISTINHAS;LUIZ AUGUSTO BARBOSA GARCIA;BRASIL
B0700710400000;ACÚSTICO MTV SANDY & JUNIOR;ROMI ATARASHI;Não Informado
B0700710500000;MTV 5;ALESSANDRO RODRIGUES DE MELLO;BRASIL
B0700710600000;A CHEGADA;BERNARDO LEBER;BRASIL
B0700710700000;HMS PINAFORE OU A MOÇA QUE AMAVA UM MARINHEIRO;GUILHERME AUGUSTO RAMOS GAMA;BRASIL
B0700710700000;HMS PINAFORE OU A MOÇA QUE AMAVA UM MARINHEIRO;PAULO SERGIO MARON;BRASIL
B0700710800000;TELECURSO TEC;MARIO MASETTI JUNIOR;BRASIL
B0700710900000;DECISÃO;LEILA MARTINS;BRASIL
B0700711000000;COM QUE ROUPA;RICARDO SILVEIRA MELLO VAN STEEN;BRASIL
B0700711100000;CASA ASSASSINADA, A;PAULO CEZAR SARACENI;BRASIL
B0700711200000;O HOMEM DA ÁRVORE;PAULA MERCEDES CEVASCO LOPEZ;BRASIL
B0700711500000;HISTÓRIA DO COMÉRCIO NO PARÁ;PRISCILLA REGIS BRASIL;BRASIL
B0700711600000;AS FILHAS DA CHIQUITA;PRISCILLA REGIS BRASIL;BRASIL
B0700711700000;FERNANDA PORTO AO VIVO;JOANA SALLES MAZZUCCHELLI;BRASIL
B0700711800000;INIMIGOS DA HP AO VIVO;JOANA SALLES MAZZUCCHELLI;BRASIL
B0700711900000;MARGARETH MENEZES BRASILEIRA AO VIVO;JOAO ELIAS RIBEIRO JUNIOR;BRASIL
B0700712100000;AS MOSCAS TAMBÉM CHORAM;EDUARDO RIBEIRO BASSI;BRASIL
B0700712200000;HISTÓRIAS EXTRAORDINÁRIAS 2001;CARLOS ALBERTO COSTA SOUZA;BRASIL
B0700712200000;HISTÓRIAS EXTRAORDINÁRIAS 2001;JOAO HENRIQUE DA SILVA MONTANARI;BRASIL
B0700712200000;HISTÓRIAS EXTRAORDINÁRIAS 2001;MARTA BARROS BIAVASCHI;BRASIL
B0700712300000;NEUE WELT - NOVO MUNDO;ROBERTO TIETZMANN;Não Informado
B0700712400000;THOLL, IMAGEM E SONHO;JOICE FERREIRA BRUHN;BRASIL
B0700712500000;JOANA, A TARTARUGA EM: DETERMINAÇÃO;EDUARDO RIBEIRO BASSI;BRASIL
B0700712600000;AQUILO QUE SE VIA A SI MESMO EM MIM;EDUARDO RIBEIRO BASSI;BRASIL
B0700712700000;A SAGRADA AMEIXA DO AZERBAIJÃO;EDUARDO RIBEIRO BASSI;BRASIL
B0700712800000;NATAL GRANDE DO SUL;ROBERTO TIETZMANN;Não Informado
B0700712900000;AMOR DE MÃE;CARLOS ANDRE CONSTANTIN;BRASIL
B0700712900000;AMOR DE MÃE;GUSTAVO CARVALHO FOGACA DE MEDEIROS;BRASIL
B0700712900000;AMOR DE MÃE;JERRI DIAS DA SILVA;BRASIL
B0700712900000;AMOR DE MÃE;MARCIO DA ROSA SCHOENARDIE;BRASIL
B0700713000000;CONTOS DECRÉPITOS;EDUARDO RIBEIRO BASSI;BRASIL
B0700713100000;O FANTÁSTICO HOMEM-COXINHA;ANDRE LUIS ZANUSSO PAGNOSSIM;BRASIL
B0700713100000;O FANTÁSTICO HOMEM-COXINHA;EDUARDO RIBEIRO BASSI;BRASIL
B0700713200000;BANDIDOS DO DESERTO;EDUARDO RIBEIRO BASSI;BRASIL
B0700713300000;O BRANCO;EDUARDO RIBEIRO BASSI;BRASIL
B0700713400000;UNIÃO SOVIÉTICA;EDUARDO RIBEIRO BASSI;BRASIL
B0700713500000;HOMEM-COXINHA 2, UMA AVENTURA NO VELHO OESTE;ANDRE LUIS ZANUSSO PAGNOSSIM;BRASIL
B0700713500000;HOMEM-COXINHA 2, UMA AVENTURA NO VELHO OESTE;EDUARDO RIBEIRO BASSI;BRASIL
B0700713600000;INSANUS;EDUARDO RIBEIRO BASSI;BRASIL
B0700713700000;ENSABOA MULATA ENSABOA;EDUARDO RIBEIRO BASSI;BRASIL
B0700713800000;SALOME;ALEJANDRO VAILLANT VALDES;BRASIL
B0700713900000;MAGIC DANCE;ALEJANDRO VAILLANT VALDES;BRASIL
B0700714000000;CRISTAIS DE SANGUE;LUNA ALKALAJ RAULINO DE OLIVEIRA;BRASIL
B0700714100000;TRANSTORNO;FERNANDA SOARES PIFANO TEIXEIRA;BRASIL
B0700714200000;ANFITRIÕES;BRUNO TINOCO GAROTTI;BRASIL
B0700714300000;VEDETES;KATYA JUREMA LATA SILVA;BRASIL
B0700714400000;ESSE É CARLOS MANGA - A SÉRIE 2;OSCAR MARON FILHO;BRASIL
B0700714500000;NO EIXO DA MORTE;JOSE AFONSO FILHO;BRASIL
B0700714600000;TORTURA SELVAGEM - A GRADE;JOSE AFONSO FILHO;BRASIL
B0700714700000;PRIMO BASÍLIO;JOAO CARLOS DANIEL;BRASIL
B0700714800000;DAS RUÍNAS A REXISTÊNCIA;CARLOS ADRIANO JERONIMO DE ROSA;BRASIL
B0700714900000;A SOMBRA DO OLHAR;VALDECIR ROCHA DE ALMEIDA;BRASIL
B0700715000000;INTERIORES;VINICIUS BRUM FIUZA DA ROCHA;BRASIL
B0700715100000;É CAMPEÃO - COPA DO BRASIL 2006;RAPHAEL BETHLEM VIEIRA;BRASIL
B0700715200000;FRAGMENTOS;JOAO GUILHERME MOREIRA PEIXOTO;BRASIL
B0700715300000;AVENTURA 2005;RUBENS CESAR COSTA BANDEIRA;BRASIL
B0700715400000;AVENTURA 2006;RAFAEL INACIO RIBEIRO MOREIRA;BRASIL
B0700715500000;ANTÁRTIDA;CARLOS ANDRE CONSTANTIN;BRASIL
B0700715600000;BEBÊ MAIS MUNDO;ADRIANO ROBERTO CIVITA;BRASIL
B0700715600000;BEBÊ MAIS MUNDO;ANTONIO FERNANDO CORBETT ANDRADE PRADO;BRASIL
B0700715600000;BEBÊ MAIS MUNDO;FRANCESCO ALESSANDRO CIVITA;BRASIL
B0700715600000;BEBÊ MAIS MUNDO;VICTOR CIVITA;BRASIL
B0700715700000;JARDIM ÂNGELA;EVALDO SERGIO VINAGRE MOCARZEL;BRASIL
B0700715800000;RITA CADILLAC, A LADY DO POVO - VERSÃO TV;ANTONIO VENTURI NETO;BRASIL
B0700715900000;CAPITAL INICIAL - AQUI;ANA CARINA ZARATIN DE OLIVEIRA;BRASIL
B0700716000000;FAZENDO ORQUESTRA;PAOLA BARRETO LEBLANC;Não Informado
B0700716100000;CIRCO DO EDGARD;FERNANDO SOARES PEREIRA;BRASIL
B0700716200000;MODA CORES NOMES E PANOS;CHRISTIANO RIBEIRO PEREIRA;BRASIL
B0700716300000;DIVÓRCIO, UM ATALHO PARA MORTE;JOSE ALVACIR CAMPOS;BRASIL
B0700716400000;MESA PRA DOIS;GIL MONTEIRO RIBEIRO;BRASIL
B0700716500000;GNT FASHION;PATRICIA MESQUITA RUBANO;BRASIL
B0700716600000;DUDU LIMA 20 ANOS DE PURA MÚSICA;FRANCO DE REZENDE MENDES GROIA;BRASIL
B0700716700000;ARQUEOLOGIA DAS MISSÕES;LUCIANO DELION;BRASIL
B0700716800000;PRIMEIROS POVOS DO PLANALTO;LUCIANO DELION;BRASIL
B0700716900000;RIO DE HISTÓRIAS - O RIO GRANDE;LUCIANO DELION;BRASIL
B0700717000000;RIO DE HISTÓRIAS - O PARANAPANEMA;LUCIANO DELION;BRASIL
B0700717100000;DON QUIXOTE;MOISES KENDLER;BRASIL
B0700717200000;AMOR CARIOCA;ANTONIA MARTINHO DA ROCHA BREIDENBACH;BRASIL
B0700717300000;UM CASO DE VIDA OU MORTE;MARIA LUCIA DO NASCIMENTO EPAMINONDAS;BRASIL
B0700717400000;O CRAVO;GABRIELA ANDRADE SASSO;BRASIL
B0700717500000;PAI,MÃE, FILHA;SUELI APARECIDA NASCIMENTO;BRASIL
B0700717600000;A TRAÇA TECA;DIEGO MUSARRA DOIMO;BRASIL
B0700717800000;TERRA DISTANTE;ANTONIO CARLOS SOARES LENZI;BRASIL
B0700717800000;TERRA DISTANTE;RENATO CESAR DE ARRUDA CASTANHO;BRASIL
B0700717900000;ESSE É CARLOS MANGA - A SÉRIE 3;OSCAR MARON FILHO;BRASIL
B0700718600000;VELOCIDADE DA LUZ;AFONSO JOSE DA SILVA POYART;BRASIL
B0700718700000;O SONHO DE PLOFT;JULIAN DOUGLAS COATE;BRASIL
B0700718800000;CONTINENTE DE SÃO PEDRO;CARLOS ALBERTO COSTA SOUZA;BRASIL
B0700718800000;CONTINENTE DE SÃO PEDRO;EDUARDO WANNMACHER;BRASIL
B0700718800000;CONTINENTE DE SÃO PEDRO;FABIANO GRENDENE DE SOUZA;BRASIL
B0700718800000;CONTINENTE DE SÃO PEDRO;JOAO HENRIQUE DA SILVA MONTANARI;BRASIL
B0700718800000;CONTINENTE DE SÃO PEDRO;ROBERTO TIETZMANN;Não Informado
B0700718900000;CORAÇÃO MATERNO;GILDA DE ABREU;BRASIL
B0700719000000;PRA SEMPRE;CLAUDIO ANTONIO PEREIRA;Não Informado
B0700719100000;MINUTO DA QUALIDADE;ALAN LUIZ DA ROCHA ARRAIS;BRASIL
B0700719100000;MINUTO DA QUALIDADE;CAMILA FERNANDA KAMIMURA;BRASIL
B0700719200000;A SAUNA;MARCO ANTONIO VIEIRA ABUJAMRA;BRASIL
B0700719300000;MULHERES SEXO VERDADES E MENTIRAS;EUCLYDES MARINHO DE OLIVEIRA;BRASIL
B0700719400000;BAILARINA;MARCO ABUJAMRA;Não Informado
B0700719500000;JARDS MACALÉ - UM MORCEGO NA PORTA PRINCIPAL;MARCO ANTONIO VIEIRA ABUJAMRA;BRASIL
B0700719600000;SEM SAÍDA;CARLOS VINICIUS BORGES;BRASIL
B0700719700000;ME LEVA BRASIL;ALI KAMEL;Não Informado
B0700719800000;CHICO ANISIO - 50 ANOS DE HUMOR;PAULO GUILHERME SILVEIRA GHELLI;BRASIL
B0700719900000;SAMBA DA CRIAÇÃO DO MUNDO;VERA MARIA BARROSO DE FIGUEIREDO;BRASIL
B0700720000000;ARTEZANATO DO SAMBA;VERA MARIA BARROSO DE FIGUEIREDO;BRASIL
B0700720100000;CRAQUE CULTURA;VERA MARIA BARROSO DE FIGUEIREDO;BRASIL
B0700720200000;AMAZÔNIA COMO METÁFORA;VERA MARIA BARROSO DE FIGUEIREDO;BRASIL
B0700720300000;PRIMEIROS PASSOS;EVALDO SERGIO VINAGRE MOCARZEL;BRASIL
B0700720400000;FIAT LUX;NELTON JOSE KASPARY PELLENZ;BRASIL
B0700720500000;BEIJO DE SAL;FELLIPE GAMARANO BARBOSA;BRASIL
B0700720600000;COMO SE MORRE NO CINEMA;LUELANE MARIA LOIOLA CORREA;BRASIL
B0700720700000;AVENTURA 2002;RAFAEL INACIO RIBEIRO MOREIRA;BRASIL
B0700720800000;ALÔ TOCAYO;LUIZ GANDELMAN CARVALHO;BRASIL
B0700720800000;ALÔ TOCAYO;RENATO CALDAS COELHO MARTINS;BRASIL
B0700720900000;PIMP MY RIDE BRASIL;LUCIANA PIRES MARTINS;BRASIL
B0700721000000;GALINHA AO MOLHO PARDO;FELICIANO COELHO;Não Informado
B0700721100000;SAINDO DE CASA;ROBERTA CAVALCANTI DOS REIS ARANTES;BRASIL
B0700721200000;O MUNDO MARAVILHOSO DE MEYER FILHO;LILIANE MOTTA DA SILVEIRA;BRASIL
B0700721300000;MUTUM;SANDRA KOGUT;Não Informado
B0700721400000;A CONQUISTA DO OESTE;GILBERTO LUIS PERIN;BRASIL
B0700721400000;A CONQUISTA DO OESTE;JOICE FERREIRA BRUHN;BRASIL
B0700721400000;A CONQUISTA DO OESTE;RAFAEL MEIRA DE FIGUEIREDO;BRASIL
B0700721400000;A CONQUISTA DO OESTE;RUBENS CESAR COSTA BANDEIRA;BRASIL
B0700721500000;AMORES CRUZADOS;NOBUYUKI OGATA;JAPÃO
B0700721600000;TRABALHO GRAMADO;CARLOS DINIZ GOES DA COSTA;BRASIL
B0700721700000;ROTA DAS NAVEGAÇÕES - A HISTÓRIA DE NAUFRAGADOS;LILIANE MOTTA DA SILVEIRA;BRASIL
B0700721800000;RIO URUGUAI, O CAMINHO DO OESTE PARTE 1 E PARTE 2;LIGIA WALPER;BRASIL
B0700721900000;UM REI CHAMADO HENRIQUE;LILIANE MOTTA DA SILVEIRA;BRASIL
B0700722000000;FARRAPOS DE NORTE A SUL;RENE TRINDADE GOYA FILHO;BRASIL
B0700722100000;PINÓQUIO;MARCO AURELIO ALEMAR DE SOUZA;BRASIL
B0700722200000;A CASA DE ALICE;GUSTAVO PEREIRA DA SILVA TEIXEIRA;BRASIL
B0700722300000;THE MAIN DISH;GISELA CALLAS SUCAR;BRASIL
B0700722400000;DO AMOR;GISELA CALLAS SUCAR;BRASIL
B0700722500000;KLB - MENINA LINDA;TOTH BRONDI REZENDE;BRASIL
B0700722600000;KLB - TODO AZUL DO MAR;TOTH BRONDI REZENDE;BRASIL
B0700722700000;BABADO NOVO - DOCE PAIXÃO;TOTH BRONDI REZENDE;BRASIL
B0700722800000;SHE BOPS;HUGO SALLES GURGEL;BRASIL
B0700722900000;SANTOS DUMONT - O DESAFIO NO AR;ADOLFO OSVALDO ORICO ROSENTHAL;BRASIL
B0700723000000;SIMONE AO VIVO;ROBERTO TALMA VIEIRA;BRASIL
B0700723100000;SORAYA QUEIMADA;HUGO SALLES GURGEL;BRASIL
B0700723200000;EDSON & HUDSON AO VIVO;ANTONIO SANTIAGO FERRAZ;BRASIL
B0700723400000;PORANGAÇU;SERGIO WLADIMIR BERNARDES;BRASIL
B0700723500000;VOCE ME LIBERTA;SERGIO CUEVAS/SERGIO GLASBERG;Não Informado
B0700723600000;QUEM MATOU ELIAS ZI?;JOSE MURILO MORAES DOS SANTOS;Não Informado
B0700723700000;O CANIBAL;JOSE ALVARENGA JUNIOR;BRASIL
B0700723800000;DOIS NUMA NOITE DE CHUVA;MIGUEL PRZEWODOWSKI;BRASIL
B0700723900000;FRONTEIRAS;JOSE MURILO MORAES DOS SANTOS;BRASIL
B0700724000000;WARCHAVCHIK;JOATAN VILELA BERBEL;Não Informado
B0700724100000;NA TERRA DO CABORÉ;JOSE MURILO MORAES DOS SANTOS;BRASIL
B0700724200000;NAU CATARINETA;MANFREDO CALDAS;Não Informado
B0700724300000;CAMINHO DOS SONHOS;LUIZ CARLOS COELHO AMBERG;BRASIL
B0700724400000;FUTURA FUTEBOL CLUBE;MARCIO LUIS MOTOKANE;BRASIL
B0700724500000;COMÉRCIO JUSTO E SOLIDÁRIO;LUCIANE TEOFILO;BRASIL
B0700724600000;A FEIRA DOS IMORTAIS;LEONARDO FREITAS RIBEIRO;BRASIL
B0700724700000;HEIN?!;MAURICIO VIDAL SILVA DE ANDRADE;Não Informado
B0700724700000;HEIN?!;RENAN DE MORAES;BRASIL
B0700724700000;HEIN?!;SERGIO KIYOHIDE YAMASAKI;BRASIL
B0700724800000;ROUBADA!;MAURICIO VIDAL SILVA DE ANDRADE;Não Informado
B0700724800000;ROUBADA!;RENAN DE MORAES;BRASIL
B0700724800000;ROUBADA!;SERGIO KIYOHIDE YAMASAKI;BRASIL
B0700724900000;POSTA RESTANTE;JANAINA DINIZ GUERRA;BRASIL
B0700725000000;VERDADEIRO VALOR;BRUNO BIAR MURTINHO BRAGA;BRASIL
B0700725200000;OS HERDEIROS DE CHICO MENDES;HERMES FILHO LEAL;BRASIL
B0700725300000;QUILOMBO, UMA AVENTURA NO VÃO DAS ALMAS;HERMES FILHO LEAL;BRASIL
B0700725400000;ROTA QUE MATA;HERMES FILHO LEAL;BRASIL
B0700725500000;CENSURA E LIBERDADE DE EXPRESSÃO;HERMES FILHO LEAL;BRASIL
