NOME_SALA;REGISTRO_SALA;CNPJ_SALA;SITUACAO_SALA;QUANTIDADE_ASSENTOS;NOME_COMPLEXO;REGISTRO_COMPLEXO;PAGINA_ELETRONICA_COMPLEXO;ENDERECO_COMPLEXO;NUMERO_ENDERECO_COMPLEXO;COMPLEMENTO_ENDERECO;BAIRRO_COMPLEXO;MUNICIPIO_COMPLEXO;CODIGO_MUNICPIO_IBGE;UF_COMPLEXO;COMPLEXO_ITINERANTE;OPERACAO_USUAL;EXIBIDOR;REGISTRO_EXIBIDOR;CNPJ_EXIBIDOR;SITUACAO_EXIBIDOR;GRUPO_EXIBIDOR
ESPAÇO ITAÚ DE CINEMA BRASILIA 04;5003414;04.969.463/0007-02;EM FUNCIONAMENTO;134;ESPAÇO ITAU DE CINEMA DE BRASILIA;20590;;ST SGCV S/N;0;;GUARA;BRASÍLIA;5300108;DF;NÃO;COMERCIAL;CINEMA ARTEPLEX LTDA.;1944;04.969.463/0001-17;REGULAR;ESPAÇO
ESPAÇO ITAÚ DE CINEMA BRASILIA 05;5003415;04.969.463/0007-02;EM FUNCIONAMENTO;122;ESPAÇO ITAU DE CINEMA DE BRASILIA;20590;;ST SGCV S/N;0;;GUARA;BRASÍLIA;5300108;DF;NÃO;COMERCIAL;CINEMA ARTEPLEX LTDA.;1944;04.969.463/0001-17;REGULAR;ESPAÇO
ESPAÇO ITAÚ DE CINEMA BRASILIA 06;5003416;04.969.463/0007-02;EM FUNCIONAMENTO;134;ESPAÇO ITAU DE CINEMA DE BRASILIA;20590;;ST SGCV S/N;0;;GUARA;BRASÍLIA;5300108;DF;NÃO;COMERCIAL;CINEMA ARTEPLEX LTDA.;1944;04.969.463/0001-17;REGULAR;ESPAÇO
ESPAÇO ITAÚ DE CINEMA BRASILIA 07;5003417;04.969.463/0007-02;EM FUNCIONAMENTO;93;ESPAÇO ITAU DE CINEMA DE BRASILIA;20590;;ST SGCV S/N;0;;GUARA;BRASÍLIA;5300108;DF;NÃO;COMERCIAL;CINEMA ARTEPLEX LTDA.;1944;04.969.463/0001-17;REGULAR;ESPAÇO
ESPAÇO ITAÚ DE CINEMA BRASILIA 8;5003418;04.969.463/0007-02;EM FUNCIONAMENTO;119;ESPAÇO ITAU DE CINEMA DE BRASILIA;20590;;ST SGCV S/N;0;;GUARA;BRASÍLIA;5300108;DF;NÃO;COMERCIAL;CINEMA ARTEPLEX LTDA.;1944;04.969.463/0001-17;REGULAR;ESPAÇO
ESPAÇO ITAÚ DE CINEMA BRASILIA 9;5005455;04.969.463/0007-02;EM FUNCIONAMENTO;47;ESPAÇO ITAU DE CINEMA DE BRASILIA;20590;;ST SGCV S/N;0;;GUARA;BRASÍLIA;5300108;DF;NÃO;COMERCIAL;CINEMA ARTEPLEX LTDA.;1944;04.969.463/0001-17;REGULAR;ESPAÇO
ESPAÇO ITAU BOTAFOGO 1;5003459;04.969.463/0006-21;EM FUNCIONAMENTO;152;ESPAÇO ITAU DE CINEMA RIO DE JANEIRO;21325;;PRAIA DE BOTAFOGO;316;TÉRREO;BOTAFOGO;RIO DE JANEIRO;3304557;RJ;NÃO;COMERCIAL;CINEMA ARTEPLEX LTDA.;1944;04.969.463/0001-17;REGULAR;ESPAÇO
ESPAÇO ITAU BOTAFOGO 2;5003460;04.969.463/0006-21;EM FUNCIONAMENTO;126;ESPAÇO ITAU DE CINEMA RIO DE JANEIRO;21325;;PRAIA DE BOTAFOGO;316;TÉRREO;BOTAFOGO;RIO DE JANEIRO;3304557;RJ;NÃO;COMERCIAL;CINEMA ARTEPLEX LTDA.;1944;04.969.463/0001-17;REGULAR;ESPAÇO
ESPAÇO ITAU BOTAFOGO 3;5003461;04.969.463/0006-21;EM FUNCIONAMENTO;102;ESPAÇO ITAU DE CINEMA RIO DE JANEIRO;21325;;PRAIA DE BOTAFOGO;316;TÉRREO;BOTAFOGO;RIO DE JANEIRO;3304557;RJ;NÃO;COMERCIAL;CINEMA ARTEPLEX LTDA.;1944;04.969.463/0001-17;REGULAR;ESPAÇO
ESPAÇO ITAU BOTAFOGO 4;5003462;04.969.463/0006-21;EM FUNCIONAMENTO;167;ESPAÇO ITAU DE CINEMA RIO DE JANEIRO;21325;;PRAIA DE BOTAFOGO;316;TÉRREO;BOTAFOGO;RIO DE JANEIRO;3304557;RJ;NÃO;COMERCIAL;CINEMA ARTEPLEX LTDA.;1944;04.969.463/0001-17;REGULAR;ESPAÇO
ESPAÇO ITAU BOTAFOGO 5;5003463;04.969.463/0006-21;EM FUNCIONAMENTO;138;ESPAÇO ITAU DE CINEMA RIO DE JANEIRO;21325;;PRAIA DE BOTAFOGO;316;TÉRREO;BOTAFOGO;RIO DE JANEIRO;3304557;RJ;NÃO;COMERCIAL;CINEMA ARTEPLEX LTDA.;1944;04.969.463/0001-17;REGULAR;ESPAÇO
ESPAÇO ITAU BOTAFOGO 6;5003464;04.969.463/0006-21;EM FUNCIONAMENTO;255;ESPAÇO ITAU DE CINEMA RIO DE JANEIRO;21325;;PRAIA DE BOTAFOGO;316;TÉRREO;BOTAFOGO;RIO DE JANEIRO;3304557;RJ;NÃO;COMERCIAL;CINEMA ARTEPLEX LTDA.;1944;04.969.463/0001-17;REGULAR;ESPAÇO
ESPAÇO ITAÚ DE CINEMA AUGUSTA - SALA 1;5005310;04.969.463/0009-74;EM FUNCIONAMENTO;242;ESPAÇO ITAÚ DE CINEMA AUGUSTA;31112;;RUA AUGUSTA;1475;;CONSOLAÇÃO;SÃO PAULO;3550308;SP;NÃO;COMERCIAL;CINEMA ARTEPLEX LTDA.;1944;04.969.463/0001-17;REGULAR;ESPAÇO
ESPAÇO ITAÚ DE CINEMA AUGUSTA - SALA 2;5005311;04.969.463/0009-74;EM FUNCIONAMENTO;211;ESPAÇO ITAÚ DE CINEMA AUGUSTA;31112;;RUA AUGUSTA;1475;;CONSOLAÇÃO;SÃO PAULO;3550308;SP;NÃO;COMERCIAL;CINEMA ARTEPLEX LTDA.;1944;04.969.463/0001-17;REGULAR;ESPAÇO
ESPAÇO ITAÚ DE CINEMA AUGUSTA - SALA 3;5005312;04.969.463/0009-74;EM FUNCIONAMENTO;175;ESPAÇO ITAÚ DE CINEMA AUGUSTA;31112;;RUA AUGUSTA;1475;;CONSOLAÇÃO;SÃO PAULO;3550308;SP;NÃO;COMERCIAL;CINEMA ARTEPLEX LTDA.;1944;04.969.463/0001-17;REGULAR;ESPAÇO
ESPAÇO ITAÚ DE CINEMA AUGUSTA - SALA 4 (ANEXO);5005313;04.969.463/0008-93;EM FUNCIONAMENTO;88;ESPAÇO ITAÚ DE CINEMA AUGUSTA;31112;;RUA AUGUSTA;1475;;CONSOLAÇÃO;SÃO PAULO;3550308;SP;NÃO;COMERCIAL;CINEMA ARTEPLEX LTDA.;1944;04.969.463/0001-17;REGULAR;ESPAÇO
ESPAÇO ITAÚ DE CINEMA AUGUSTA - SALA 5 (ANEXO);5005314;04.969.463/0008-93;EM FUNCIONAMENTO;33;ESPAÇO ITAÚ DE CINEMA AUGUSTA;31112;;RUA AUGUSTA;1475;;CONSOLAÇÃO;SÃO PAULO;3550308;SP;NÃO;COMERCIAL;CINEMA ARTEPLEX LTDA.;1944;04.969.463/0001-17;REGULAR;ESPAÇO
ESPAÇO ITAÚ DE CINEMA POMPÉÍA - SALA IMAX;5006223;04.969.463/0010-08;EM FUNCIONAMENTO;288;ESPAÇO ITAÚ DE CINEMA POMPÉIA;42213;;RUA PALESTRA ITÁLIA;500;PAVMTO3;PERDIZES;SÃO PAULO;3550308;SP;NÃO;COMERCIAL;CINEMA ARTEPLEX LTDA.;1944;04.969.463/0001-17;REGULAR;ESPAÇO
ESPAÇO ITAÚ DE CINEMA POMPÉÍA -SALA 01;5006224;04.969.463/0010-08;EM FUNCIONAMENTO;211;ESPAÇO ITAÚ DE CINEMA POMPÉIA;42213;;RUA PALESTRA ITÁLIA;500;PAVMTO3;PERDIZES;SÃO PAULO;3550308;SP;NÃO;COMERCIAL;CINEMA ARTEPLEX LTDA.;1944;04.969.463/0001-17;REGULAR;ESPAÇO
ESPAÇO ITAÚ DE CINEMA POMPÉÍA -SALA 02;5006225;04.969.463/0010-08;EM FUNCIONAMENTO;202;ESPAÇO ITAÚ DE CINEMA POMPÉIA;42213;;RUA PALESTRA ITÁLIA;500;PAVMTO3;PERDIZES;SÃO PAULO;3550308;SP;NÃO;COMERCIAL;CINEMA ARTEPLEX LTDA.;1944;04.969.463/0001-17;REGULAR;ESPAÇO
ESPAÇO ITAÚ DE CINEMA POMPÉÍA -SALA 03;5006226;04.969.463/0010-08;EM FUNCIONAMENTO;202;ESPAÇO ITAÚ DE CINEMA POMPÉIA;42213;;RUA PALESTRA ITÁLIA;500;PAVMTO3;PERDIZES;SÃO PAULO;3550308;SP;NÃO;COMERCIAL;CINEMA ARTEPLEX LTDA.;1944;04.969.463/0001-17;REGULAR;ESPAÇO
ESPAÇO ITAÚ DE CINEMA POMPÉÍA -SALA 04;5006227;04.969.463/0010-08;EM FUNCIONAMENTO;212;ESPAÇO ITAÚ DE CINEMA POMPÉIA;42213;;RUA PALESTRA ITÁLIA;500;PAVMTO3;PERDIZES;SÃO PAULO;3550308;SP;NÃO;COMERCIAL;CINEMA ARTEPLEX LTDA.;1944;04.969.463/0001-17;REGULAR;ESPAÇO
ESPAÇO ITAÚ DE CINEMA POMPÉÍA -SALA 05;5006228;04.969.463/0010-08;EM FUNCIONAMENTO;202;ESPAÇO ITAÚ DE CINEMA POMPÉIA;42213;;RUA PALESTRA ITÁLIA;500;PAVMTO3;PERDIZES;SÃO PAULO;3550308;SP;NÃO;COMERCIAL;CINEMA ARTEPLEX LTDA.;1944;04.969.463/0001-17;REGULAR;ESPAÇO
ESPAÇO ITAÚ DE CINEMA POMPÉÍA -SALA 06;5006229;04.969.463/0010-08;EM FUNCIONAMENTO;202;ESPAÇO ITAÚ DE CINEMA POMPÉIA;42213;;RUA PALESTRA ITÁLIA;500;PAVMTO3;PERDIZES;SÃO PAULO;3550308;SP;NÃO;COMERCIAL;CINEMA ARTEPLEX LTDA.;1944;04.969.463/0001-17;REGULAR;ESPAÇO
ESPAÇO ITAÚ DE CINEMA POMPÉÍA -SALA 07;5006230;04.969.463/0010-08;EM FUNCIONAMENTO;121;ESPAÇO ITAÚ DE CINEMA POMPÉIA;42213;;RUA PALESTRA ITÁLIA;500;PAVMTO3;PERDIZES;SÃO PAULO;3550308;SP;NÃO;COMERCIAL;CINEMA ARTEPLEX LTDA.;1944;04.969.463/0001-17;REGULAR;ESPAÇO
ESPAÇO ITAÚ DE CINEMA POMPÉÍA -SALA 08;5006231;04.969.463/0010-08;EM FUNCIONAMENTO;120;ESPAÇO ITAÚ DE CINEMA POMPÉIA;42213;;RUA PALESTRA ITÁLIA;500;PAVMTO3;PERDIZES;SÃO PAULO;3550308;SP;NÃO;COMERCIAL;CINEMA ARTEPLEX LTDA.;1944;04.969.463/0001-17;REGULAR;ESPAÇO
ESPAÇO ITAÚ DE CINEMA POMPÉÍA -SALA 09;5006232;04.969.463/0010-08;EM FUNCIONAMENTO;121;ESPAÇO ITAÚ DE CINEMA POMPÉIA;42213;;RUA PALESTRA ITÁLIA;500;PAVMTO3;PERDIZES;SÃO PAULO;3550308;SP;NÃO;COMERCIAL;CINEMA ARTEPLEX LTDA.;1944;04.969.463/0001-17;REGULAR;ESPAÇO
ESPAÇO ITAÚ DE CINEMA POMPÉÍA -SALA 10;5006233;04.969.463/0010-08;EM FUNCIONAMENTO;62;ESPAÇO ITAÚ DE CINEMA POMPÉIA;42213;;RUA PALESTRA ITÁLIA;500;PAVMTO3;PERDIZES;SÃO PAULO;3550308;SP;NÃO;COMERCIAL;CINEMA ARTEPLEX LTDA.;1944;04.969.463/0001-17;REGULAR;ESPAÇO
CINE DUNAS CASSINO;5002481;07.114.158/0001-31;FECHADO TEMPORARIAMENTE;120;DUNAS RIO GRANDE;15053;;AV RIO GRANDE ;451;;CASSINO;RIO GRANDE;4315602;RS;NÃO;COMERCIAL;CINEMA DUNAS LTDA;15052;07.114.158/0001-31;REGULAR;NAO PERTENCE A NENHUM GRUPO EXIBIDOR
SALADEARTE - CINE VIVO 01;5003170;03.719.055/0007-30;FECHADO TEMPORARIAMENTE;118;SALADEARTE CINE VIVO;19661;;RUA RUBENS GUELLI N° 135;135;C C S PASEO ITAIGARALOJA 240;ITAIGARA;SALVADOR;2927408;BA;NÃO;COMERCIAL;CINEMA E ARTE PRODUÇÕES LTDA;5722;03.719.055/0001-44;REGULAR;SALA DE ARTE
SALADEARTE - CINE VIVO 02;5003171;03.719.055/0007-30;FECHADO TEMPORARIAMENTE;63;SALADEARTE CINE VIVO;19661;;RUA RUBENS GUELLI N° 135;135;C C S PASEO ITAIGARALOJA 240;ITAIGARA;SALVADOR;2927408;BA;NÃO;COMERCIAL;CINEMA E ARTE PRODUÇÕES LTDA;5722;03.719.055/0001-44;REGULAR;SALA DE ARTE
SALADEARTE - CINEMA DA UFBA;5002596;03.719.055/0006-59;FECHADO TEMPORARIAMENTE;105;SALADEARTE CINEMA DA UFBA;15654;;AV. REITOR MIGUEL CALMON, S/N, VALE DO CANELA.;00;PAC Pavilhão ;VALE DO CANELA;SALVADOR;2927408;BA;NÃO;COMERCIAL;CINEMA E ARTE PRODUÇÕES LTDA;5722;03.719.055/0001-44;REGULAR;SALA DE ARTE
SALADEARTE - CINEMA DO MUSEU;5001791;03.719.055/0004-97;FECHADO TEMPORARIAMENTE;125;SALADEARTE CINEMA DO MUSEU;5693;www.saladearte.art.br;AV SETE DE SETEMBRO ;2195;Museu Geológico;VITÓRIA;SALVADOR;2927408;BA;NÃO;COMERCIAL;CINEMA E ARTE PRODUÇÕES LTDA;5722;03.719.055/0001-44;REGULAR;SALA DE ARTE
SALADEARTE CINEMAM;5001792;03.719.055/0003-06;FECHADO TEMPORARIAMENTE;106;SALADEARTE CINEMAM;5694;www.saladearte.art.br;AV LAFAYETE COUTINHO;00;SOLAR UNHAO;DOIS DE JULHO;SALVADOR;2927408;BA;NÃO;COMERCIAL;CINEMA E ARTE PRODUÇÕES LTDA;5722;03.719.055/0001-44;REGULAR;SALA DE ARTE
GONZAGA 5 - SALA 1;5005250;58.138.769/0001-50;EM FUNCIONAMENTO;175;GONZAGA 5;30600;www.cineroxy.com.br;AVENIDA ANA COSTA ;443;;GONZAGA;SANTOS;3548500;SP;NÃO;COMERCIAL;CINEMA E BOMBONIERE ROXY LTDA ME;30598;58.138.769/0001-50;REGULAR;ROXY
GONZAGA 5 - SALA 2;5005249;58.138.769/0001-50;EM FUNCIONAMENTO;242;GONZAGA 5;30600;www.cineroxy.com.br;AVENIDA ANA COSTA ;443;;GONZAGA;SANTOS;3548500;SP;NÃO;COMERCIAL;CINEMA E BOMBONIERE ROXY LTDA ME;30598;58.138.769/0001-50;REGULAR;ROXY
GONZAGA 5 - SALA 3;5005248;58.138.769/0001-50;EM FUNCIONAMENTO;242;GONZAGA 5;30600;www.cineroxy.com.br;AVENIDA ANA COSTA ;443;;GONZAGA;SANTOS;3548500;SP;NÃO;COMERCIAL;CINEMA E BOMBONIERE ROXY LTDA ME;30598;58.138.769/0001-50;REGULAR;ROXY
GONZAGA 5 - SALA 4;5005247;58.138.769/0001-50;EM FUNCIONAMENTO;206;GONZAGA 5;30600;www.cineroxy.com.br;AVENIDA ANA COSTA ;443;;GONZAGA;SANTOS;3548500;SP;NÃO;COMERCIAL;CINEMA E BOMBONIERE ROXY LTDA ME;30598;58.138.769/0001-50;REGULAR;ROXY
GONZAGA 5 - SALA 5;5005246;58.138.769/0001-50;EM FUNCIONAMENTO;400;GONZAGA 5;30600;www.cineroxy.com.br;AVENIDA ANA COSTA ;443;;GONZAGA;SANTOS;3548500;SP;NÃO;COMERCIAL;CINEMA E BOMBONIERE ROXY LTDA ME;30598;58.138.769/0001-50;REGULAR;ROXY
ROXY CUBATÃO 01;5006519;58.138.769/0002-31;FECHADO TEMPORARIAMENTE;180;ROXY CUBATÃO;44955;www.cineroxy.com.br;Av Nove de Abril;2275;Sala 8 e 9;Centro;CUBATÃO;3513504;SP;NÃO;COMERCIAL;CINEMA E BOMBONIERE ROXY LTDA ME;30598;58.138.769/0001-50;REGULAR;ROXY
ROXY CUBATÃO 02;5006520;58.138.769/0002-31;FECHADO TEMPORARIAMENTE;180;ROXY CUBATÃO;44955;www.cineroxy.com.br;Av Nove de Abril;2275;Sala 8 e 9;Centro;CUBATÃO;3513504;SP;NÃO;COMERCIAL;CINEMA E BOMBONIERE ROXY LTDA ME;30598;58.138.769/0001-50;REGULAR;ROXY
CINE ITAIPAVA;5002610;09.643.250/0001-14;FECHADO TEMPORARIAMENTE;84;CINE ITAIPAVA;15799;;ESTRADA UNIÃO INDUSTRIA ;11000;LJ 102 C - SHOPPING ESTAÇÃO;ITAIPAVA;PETRÓPOLIS;3303906;RJ;NÃO;COMERCIAL;CINEMA ITAIPAVA LTDA;15798;09.643.250/0001-14;REGULAR;NAO PERTENCE A NENHUM GRUPO EXIBIDOR
CINE TANGARÁ I;5003126;03.736.558/0001-28;EM FUNCIONAMENTO;159;CINE SHOP TANGARÁ;19404;;AV. NILO TORRES NR ;751;W-SALA 86;GLEBA SANTA FÉ;TANGARÁ DA SERRA;5107958;MT;NÃO;COMERCIAL;CINEMA SHOPPING SERRA LTDA - ME;19403;03.736.558/0001-28;IRREGULAR;NAO PERTENCE A NENHUM GRUPO EXIBIDOR
CINE TANGARÁ II;5003127;03.736.558/0001-28;EM FUNCIONAMENTO;140;CINE SHOP TANGARÁ;19404;;AV. NILO TORRES NR ;751;W-SALA 86;GLEBA SANTA FÉ;TANGARÁ DA SERRA;5107958;MT;NÃO;COMERCIAL;CINEMA SHOPPING SERRA LTDA - ME;19403;03.736.558/0001-28;IRREGULAR;NAO PERTENCE A NENHUM GRUPO EXIBIDOR
CINE SCALA;5001901;53.610.135/0001-35;EM FUNCIONAMENTO;150;CINEMA VÍDEO SHOW;6423;;RUA SANTA FILOMENA, 315;;;CENTRO;SÃO BERNARDO DO CAMPO;3548708;SP;NÃO;NÃO COMERCIAL;CINEMA VIDEO SHOW LTDA.;6422;53.610.135/0001-35;IRREGULAR;NAO PERTENCE A NENHUM GRUPO EXIBIDOR
CINEMAGIC ARARUAMA 01;5003013;12.991.031/0001-30;FECHADO TEMPORARIAMENTE;191;CINEMAGIC JONH KENNEDY;18329;;AV.JONH KENNEDY N° 292;292;LOJA 218 2 ANDAR;CENTRO;ARARUAMA;3300209;RJ;NÃO;COMERCIAL;CINEMAGIC ARARUAMA CINEMAS LTDA;18328;12.991.031/0001-30;REGULAR;CINEMAGIC
CINEMAGIC ARARUAMA 02;5004280;12.991.031/0001-30;FECHADO TEMPORARIAMENTE;190;CINEMAGIC JONH KENNEDY;18329;;AV.JONH KENNEDY N° 292;292;LOJA 218 2 ANDAR;CENTRO;ARARUAMA;3300209;RJ;NÃO;COMERCIAL;CINEMAGIC ARARUAMA CINEMAS LTDA;18328;12.991.031/0001-30;REGULAR;CINEMAGIC
CINEMAGIC BACAXA 1;5006490;35.282.350/0001-72;FECHADO TEMPORARIAMENTE;171;CINEMAGIC BACAXA;44760;www.cinemagic.com.br;Rodovia Amaral Peixoto KM 71;51;Pavimento 2;Bacaxá;SAQUAREMA;3305505;RJ;NÃO;COMERCIAL;CINEMAGIC BACAXA CINEMAS LTDA;44751;35.282.350/0001-72;REGULAR;CINEMAGIC
CINEMAGIC BACAXA 2;5006491;35.282.350/0001-72;FECHADO TEMPORARIAMENTE;196;CINEMAGIC BACAXA;44760;www.cinemagic.com.br;Rodovia Amaral Peixoto KM 71;51;Pavimento 2;Bacaxá;SAQUAREMA;3305505;RJ;NÃO;COMERCIAL;CINEMAGIC BACAXA CINEMAS LTDA;44751;35.282.350/0001-72;REGULAR;CINEMAGIC
CINEMAGIC VITORIA SALA 01;5004104;18.012.019/0001-13;EM FUNCIONAMENTO;214;CINEMAGIC VITORIA;24232;;AV JOSE MARIA VIVACQUIA SANTOS ;400;SLA 01 A 04;JARDIM CAMBURI;VITÓRIA;3205309;ES;NÃO;COMERCIAL;CINEMAGIC VITORIA CINEMAS LTDA - ME;24231;18.012.019/0001-13;REGULAR;CINEMAGIC
CINEMAGIC VITORIA SALA 02;5004105;18.012.019/0001-13;EM FUNCIONAMENTO;212;CINEMAGIC VITORIA;24232;;AV JOSE MARIA VIVACQUIA SANTOS ;400;SLA 01 A 04;JARDIM CAMBURI;VITÓRIA;3205309;ES;NÃO;COMERCIAL;CINEMAGIC VITORIA CINEMAS LTDA - ME;24231;18.012.019/0001-13;REGULAR;CINEMAGIC
CINEMAGIC VITORIA SALA 03;5004106;18.012.019/0001-13;EM FUNCIONAMENTO;193;CINEMAGIC VITORIA;24232;;AV JOSE MARIA VIVACQUIA SANTOS ;400;SLA 01 A 04;JARDIM CAMBURI;VITÓRIA;3205309;ES;NÃO;COMERCIAL;CINEMAGIC VITORIA CINEMAS LTDA - ME;24231;18.012.019/0001-13;REGULAR;CINEMAGIC
CINEMAGIC VITORIA SALA 04;5004107;18.012.019/0001-13;EM FUNCIONAMENTO;192;CINEMAGIC VITORIA;24232;;AV JOSE MARIA VIVACQUIA SANTOS ;400;SLA 01 A 04;JARDIM CAMBURI;VITÓRIA;3205309;ES;NÃO;COMERCIAL;CINEMAGIC VITORIA CINEMAS LTDA - ME;24231;18.012.019/0001-13;REGULAR;CINEMAGIC
ANÁPOLIS 1;5003617;03.868.869/0008-17;EM FUNCIONAMENTO;217;CINEMAIS ANÁPOLIS;22800;WWW.CINEMAIS.COM.BR;AV. BRASIL;505;LOJA 01 ANC 04 ;CIDADE JARDIM;ANÁPOLIS;5201108;GO;NÃO;COMERCIAL;CINEMAIS CINEMAS LTDA;2892;03.868.869/0001-40;REGULAR;CINEMAIS
ANÁPOLIS 2;5003618;03.868.869/0008-17;EM FUNCIONAMENTO;160;CINEMAIS ANÁPOLIS;22800;WWW.CINEMAIS.COM.BR;AV. BRASIL;505;LOJA 01 ANC 04 ;CIDADE JARDIM;ANÁPOLIS;5201108;GO;NÃO;COMERCIAL;CINEMAIS CINEMAS LTDA;2892;03.868.869/0001-40;REGULAR;CINEMAIS
ANÁPOLIS 3;5003619;03.868.869/0008-17;EM FUNCIONAMENTO;148;CINEMAIS ANÁPOLIS;22800;WWW.CINEMAIS.COM.BR;AV. BRASIL;505;LOJA 01 ANC 04 ;CIDADE JARDIM;ANÁPOLIS;5201108;GO;NÃO;COMERCIAL;CINEMAIS CINEMAS LTDA;2892;03.868.869/0001-40;REGULAR;CINEMAIS
ANÁPOLIS 4;5003620;03.868.869/0008-17;EM FUNCIONAMENTO;149;CINEMAIS ANÁPOLIS;22800;WWW.CINEMAIS.COM.BR;AV. BRASIL;505;LOJA 01 ANC 04 ;CIDADE JARDIM;ANÁPOLIS;5201108;GO;NÃO;COMERCIAL;CINEMAIS CINEMAS LTDA;2892;03.868.869/0001-40;REGULAR;CINEMAIS
ANÁPOLIS 5;5003621;03.868.869/0008-17;EM FUNCIONAMENTO;226;CINEMAIS ANÁPOLIS;22800;WWW.CINEMAIS.COM.BR;AV. BRASIL;505;LOJA 01 ANC 04 ;CIDADE JARDIM;ANÁPOLIS;5201108;GO;NÃO;COMERCIAL;CINEMAIS CINEMAS LTDA;2892;03.868.869/0001-40;REGULAR;CINEMAIS
CINEMAIS ARAXÁ - SALA 1;5005045;03.868.869/0015-46;FECHADO TEMPORARIAMENTE;125;CINEMAIS ARAXÁ;29536;WWW.CINEMAIS.COM.BR;AVENIDA PREFEITO ARACELY DE PAULA;1005;SALA 57;CENTRO;ARAXÁ;3104007;MG;NÃO;COMERCIAL;CINEMAIS CINEMAS LTDA;2892;03.868.869/0001-40;REGULAR;CINEMAIS
CINEMAIS ARAXÁ - SALA 2;5005046;03.868.869/0015-46;FECHADO TEMPORARIAMENTE;240;CINEMAIS ARAXÁ;29536;WWW.CINEMAIS.COM.BR;AVENIDA PREFEITO ARACELY DE PAULA;1005;SALA 57;CENTRO;ARAXÁ;3104007;MG;NÃO;COMERCIAL;CINEMAIS CINEMAS LTDA;2892;03.868.869/0001-40;REGULAR;CINEMAIS
CINEMAIS CINE DRIVE IN - UBERLÂNDIA;5006639;03.868.869/0020-03;EM FUNCIONAMENTO;92;CINEMAIS CINE DRIVE IN - UBERLÂNDIA;47050;www.cinemais.com.br;AV LANDSCAPE;2395;;SUL;UBERLÂNDIA;3170206;MG;NÃO;COMERCIAL;CINEMAIS CINEMAS LTDA;2892;03.868.869/0001-40;REGULAR;CINEMAIS
CINEMAIS GUARATINGUETÁ - SALA +1;5004839;03.868.869/0009-06;EM FUNCIONAMENTO;200;CINEMAIS GUARATINGUETÁ;23843;WWW.CINEMAIS.COM.BR;AV.JUSCELINO KUBISTSCHEK DE OLIVEIRA;351;LOJA 30;CAMPO DO GALVAO;GUARATINGUETÁ;3518404;SP;NÃO;COMERCIAL;CINEMAIS CINEMAS LTDA;2892;03.868.869/0001-40;REGULAR;CINEMAIS
CINEMAIS GUARATINGUETÁ - SALA +2;5004840;03.868.869/0009-06;EM FUNCIONAMENTO;136;CINEMAIS GUARATINGUETÁ;23843;WWW.CINEMAIS.COM.BR;AV.JUSCELINO KUBISTSCHEK DE OLIVEIRA;351;LOJA 30;CAMPO DO GALVAO;GUARATINGUETÁ;3518404;SP;NÃO;COMERCIAL;CINEMAIS CINEMAS LTDA;2892;03.868.869/0001-40;REGULAR;CINEMAIS
CINEMAIS GUARATINGUETÁ - SALA +3;5004841;03.868.869/0009-06;EM FUNCIONAMENTO;136;CINEMAIS GUARATINGUETÁ;23843;WWW.CINEMAIS.COM.BR;AV.JUSCELINO KUBISTSCHEK DE OLIVEIRA;351;LOJA 30;CAMPO DO GALVAO;GUARATINGUETÁ;3518404;SP;NÃO;COMERCIAL;CINEMAIS CINEMAS LTDA;2892;03.868.869/0001-40;REGULAR;CINEMAIS
CINEMAIS GUARATINGUETÁ - SALA +4;5004842;03.868.869/0009-06;EM FUNCIONAMENTO;136;CINEMAIS GUARATINGUETÁ;23843;WWW.CINEMAIS.COM.BR;AV.JUSCELINO KUBISTSCHEK DE OLIVEIRA;351;LOJA 30;CAMPO DO GALVAO;GUARATINGUETÁ;3518404;SP;NÃO;COMERCIAL;CINEMAIS CINEMAS LTDA;2892;03.868.869/0001-40;REGULAR;CINEMAIS
CINEMAIS GUARATINGUETÁ - SALA +5;5005342;03.868.869/0009-06;EM FUNCIONAMENTO;281;CINEMAIS GUARATINGUETÁ;23843;WWW.CINEMAIS.COM.BR;AV.JUSCELINO KUBISTSCHEK DE OLIVEIRA;351;LOJA 30;CAMPO DO GALVAO;GUARATINGUETÁ;3518404;SP;NÃO;COMERCIAL;CINEMAIS CINEMAS LTDA;2892;03.868.869/0001-40;REGULAR;CINEMAIS
CINEMAIS ITUIUTABA - SALA 1;5005031;03.868.869/0014-65;EM FUNCIONAMENTO;160;CINEMAIS ITUIUTABA;29198;http://www.cinemais.com.br;RUA VINTE E QUATRO;878;SALAS 36/37;CENTRO;ITUIUTABA;3134202;MG;NÃO;COMERCIAL;CINEMAIS CINEMAS LTDA;2892;03.868.869/0001-40;REGULAR;CINEMAIS
CINEMAIS ITUIUTABA - SALA 2;5005032;03.868.869/0014-65;EM FUNCIONAMENTO;230;CINEMAIS ITUIUTABA;29198;http://www.cinemais.com.br;RUA VINTE E QUATRO;878;SALAS 36/37;CENTRO;ITUIUTABA;3134202;MG;NÃO;COMERCIAL;CINEMAIS CINEMAS LTDA;2892;03.868.869/0001-40;REGULAR;CINEMAIS
